date,precipitation
2007-08-17,0.0
2007-08-18,0.0
2007-08-19,0.0
2007-08-20,0.0
2007-08-21,10.308835983276367
2007-08-22,10.308835983276367
2007-08-23,4.123534202575684
2007-08-24,6.185301303863525
2007-08-25,8.247068405151367
2007-08-26,0.0
2007-08-27,3.484135866165161
2007-08-28,6.968271732330322
2007-08-29,3.484135866165161
2007-08-30,10.452407836914062
2007-08-31,10.452407836914062
2007-09-01,15.577518463134766
2007-09-02,31.15503692626953
2007-09-03,15.577518463134766
2007-09-04,31.15503692626953
2007-09-05,0.0
2007-09-06,19.736949920654297
2007-09-07,0.0
2007-09-08,4.934237480163574
2007-09-09,14.802713394165039
2007-09-10,19.736949920654297
2007-09-11,16.2508487701416
2007-09-12,10.833898544311523
2007-09-13,16.2508487701416
2007-09-14,0.0
2007-09-15,27.084747314453125
2007-09-16,39.3098030090332
2007-09-17,0.0
2007-09-18,11.231371879577637
2007-09-19,0.0
2007-09-20,0.0
2007-09-21,0.0
2007-09-22,0.0
2007-09-23,0.0
2007-09-24,0.0
2007-09-25,0.0
2007-09-26,5.858107089996338
2007-09-27,23.43242835998535
2007-09-28,11.716214179992676
2007-09-29,0.0
2007-09-30,0.0
2007-10-01,3.6535558700561523
2007-10-02,3.6535558700561523
2007-10-03,21.921337127685547
2007-10-04,14.61422348022461
2007-10-05,7.307111740112305
2007-10-06,0.0
2007-10-07,6.3416523933410645
2007-10-08,0.0
2007-10-09,19.02495765686035
2007-10-10,12.683304786682129
2007-10-11,24.069416046142578
2007-10-12,24.069416046142578
2007-10-13,36.1041259765625
2007-10-14,48.138832092285156
2007-10-15,12.034708023071289
2007-10-16,0.0
2007-10-17,0.0
2007-10-18,0.0
2007-10-19,0.0
2007-10-20,0.0
2007-10-21,0.0
2007-10-22,0.0
2007-10-23,4.461305141448975
2007-10-24,0.0
2007-10-25,0.0
2007-10-26,3.3602519035339355
2007-10-27,0.0
2007-10-28,0.0
2007-10-29,0.0
2007-10-30,3.3602519035339355
2007-10-31,0.0
2007-11-01,0.0
2007-11-02,0.0
2007-11-03,0.0
2007-11-04,0.0
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,0.0
2007-11-08,0.0
2007-11-09,0.0
2007-11-10,0.0
2007-11-11,0.0
2007-11-12,0.0
2007-11-13,0.0
2007-11-14,0.0
2007-11-15,0.0
2007-11-16,0.0
2007-11-17,0.0
2007-11-18,3.979095935821533
2007-11-19,2.655926465988159
2007-11-20,0.0
2007-11-21,0.0
2007-11-22,0.0
2007-11-23,0.0
2007-11-24,0.0
2007-11-25,0.0
2007-11-26,0.0
2007-11-27,0.0
2007-11-28,0.0
2007-11-29,0.0
2007-11-30,0.0
2007-12-01,0.0
2007-12-02,0.0
2007-12-03,0.0
2007-12-04,0.0
2007-12-05,0.0
2007-12-06,0.0
2007-12-07,0.0
2007-12-08,0.0
2007-12-09,0.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,0.0
2007-12-13,0.0
2007-12-14,0.0
2007-12-15,0.0
2007-12-16,0.0
2007-12-17,0.0
2007-12-18,0.0
2007-12-19,0.0
2007-12-20,0.0
2007-12-21,0.0
2007-12-22,0.0
2007-12-23,0.0
2007-12-24,0.0
2007-12-25,0.0
2007-12-26,0.0
2007-12-27,0.0
2007-12-28,0.0
2007-12-29,0.0
2007-12-30,0.0
2007-12-31,0.0
2008-01-01,0.0
2008-01-02,0.0
2008-01-03,0.0
2008-01-04,0.0
2008-01-05,0.0
2008-01-06,0.0
2008-01-07,0.0
2008-01-08,0.0
2008-01-09,0.0
2008-01-10,0.0
2008-01-11,0.0
2008-01-12,0.0
2008-01-13,0.0
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,0.0
2008-01-19,0.0
2008-01-20,0.0
2008-01-21,0.0
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,0.0
2008-01-26,0.0
2008-01-27,0.0
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,0.0
2008-02-01,7.357634544372559
2008-02-02,6.894161224365234
2008-02-03,0.0
2008-02-04,0.0
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-08,0.0
2008-02-09,0.0
2008-02-10,0.0
2008-02-11,0.0
2008-02-12,4.446492671966553
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-16,0.0
2008-02-17,0.0
2008-02-18,0.0
2008-02-19,0.0
2008-02-20,0.0
2008-02-21,0.0
2008-02-22,0.0
2008-02-23,0.0
2008-02-24,0.0
2008-02-25,0.0
2008-02-26,0.0
2008-02-27,9.847100257873535
2008-02-28,0.0
2008-02-29,0.0
2008-03-01,0.0
2008-03-02,0.0
2008-03-03,0.0
2008-03-04,0.0
2008-03-05,0.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-08,0.0
2008-03-09,0.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-13,0.0
2008-03-14,0.0
2008-03-15,0.0
2008-03-16,0.0
2008-03-17,0.0
2008-03-18,0.0
2008-03-19,0.0
2008-03-20,4.569488048553467
2008-03-21,0.0
2008-03-22,0.0
2008-03-23,0.0
2008-03-24,8.04771900177002
2008-03-25,8.04771900177002
2008-03-26,0.0
2008-03-27,10.927509307861328
2008-03-28,3.642503023147583
2008-03-29,3.642503023147583
2008-03-30,14.570012092590332
2008-03-31,3.642503023147583
2008-04-01,19.47581672668457
2008-04-02,0.0
2008-04-03,0.0
2008-04-04,6.491939544677734
2008-04-05,0.0
2008-04-06,0.0
2008-04-07,7.836725234985352
2008-04-08,15.673450469970703
2008-04-09,7.836725234985352
2008-04-10,0.0
2008-04-11,0.0
2008-04-12,0.0
2008-04-13,2.2369308471679688
2008-04-14,4.4738616943359375
2008-04-15,0.0
2008-04-16,0.0
2008-04-17,0.0
2008-04-18,2.6673831939697266
2008-04-19,0.0
2008-04-20,0.0
2008-04-21,0.0
2008-04-22,7.299526691436768
2008-04-23,0.0
2008-04-24,7.299526691436768
2008-04-25,10.949289321899414
2008-04-26,0.0
2008-04-27,18.046239852905273
2008-04-28,18.046239852905273
2008-04-29,0.0
2008-04-30,27.069360733032227
2008-05-01,27.525197982788086
2008-05-02,27.525197982788086
2008-05-03,18.35013198852539
2008-05-04,0.0
2008-05-05,0.0
2008-05-06,0.0
2008-05-07,10.01972484588623
2008-05-08,0.0
2008-05-09,0.0
2008-05-10,40.07889938354492
2008-05-11,20.40599250793457
2008-05-12,20.40599250793457
2008-05-13,0.0
2008-05-14,0.0
2008-05-15,46.64227294921875
2008-05-16,0.0
2008-05-17,14.975838661193848
2008-05-18,14.975838661193848
2008-05-19,0.0
2008-05-20,29.951677322387695
2008-05-21,20.160030364990234
2008-05-22,20.160030364990234
2008-05-23,8.820013046264648
2008-05-24,8.820013046264648
2008-05-25,17.640026092529297
2008-05-26,6.452349662780762
2008-05-27,19.35704803466797
2008-05-28,12.904699325561523
2008-05-29,6.452349662780762
2008-05-30,12.904699325561523
2008-05-31,12.904699325561523
2008-06-01,11.60343074798584
2008-06-02,23.20686149597168
2008-06-03,5.80171537399292
2008-06-04,11.60343074798584
2008-06-05,11.60343074798584
2008-06-06,9.789552688598633
2008-06-07,4.894776344299316
2008-06-08,14.684329986572266
2008-06-09,4.894776344299316
2008-06-10,4.894776344299316
2008-06-11,10.141609191894531
2008-06-12,10.141609191894531
2008-06-13,10.141609191894531
2008-06-14,10.141609191894531
2008-06-15,0.0
2008-06-16,6.122139930725098
2008-06-17,18.366418838500977
2008-06-18,12.244279861450195
2008-06-19,6.122139930725098
2008-06-20,13.993462562561035
2008-06-21,15.251096725463867
2008-06-22,15.251096725463867
2008-06-23,0.0
2008-06-24,0.0
2008-06-25,0.0
2008-06-26,0.0
2008-06-27,0.0
2008-06-28,0.0
2008-06-29,0.0
2008-06-30,12.540964126586914
2008-07-01,10.812225341796875
2008-07-02,32.436676025390625
2008-07-03,0.0
2008-07-04,21.62445068359375
2008-07-05,0.0
2008-07-06,10.458023071289062
2008-07-07,0.0
2008-07-08,20.916046142578125
2008-07-09,10.458023071289062
2008-07-10,0.0
2008-07-11,0.0
2008-07-12,0.0
2008-07-13,34.826202392578125
2008-07-14,23.21746826171875
2008-07-15,0.0
2008-07-16,0.0
2008-07-17,10.675894737243652
2008-07-18,32.02768325805664
2008-07-19,32.02768325805664
2008-07-20,0.0
2008-07-21,3.1145377159118652
2008-07-22,9.343613624572754
2008-07-23,18.687227249145508
2008-07-24,0.0
2008-07-25,0.0
2008-07-26,0.0
2008-07-27,0.0
2008-07-28,0.0
2008-07-29,0.0
2008-07-30,32.93132400512695
2008-07-31,0.0
2008-08-01,24.424327850341797
2008-08-02,13.956759452819824
2008-08-03,6.106081962585449
2008-08-04,6.106081962585449
2008-08-05,0.0
2008-08-06,0.0
2008-08-07,9.651704788208008
2008-08-08,9.651704788208008
2008-08-09,9.651704788208008
2008-08-10,0.0
2008-08-11,12.11771011352539
2008-08-12,24.23542022705078
2008-08-13,24.23542022705078
2008-08-14,0.0
2008-08-15,24.23542022705078
2008-08-16,4.509433269500732
2008-08-17,27.05660057067871
2008-08-18,4.509433269500732
2008-08-19,13.528300285339355
2008-08-20,9.018866539001465
2008-08-21,8.298544883728027
2008-08-22,2.766181707382202
2008-08-23,0.0
2008-08-24,0.0
2008-08-25,5.532363414764404
2008-08-26,12.72632122039795
2008-08-27,6.363160610198975
2008-08-28,12.72632122039795
2008-08-29,19.089481353759766
2008-08-30,6.363160610198975
2008-08-31,6.363160610198975
2008-09-01,0.0
2008-09-02,7.588303089141846
2008-09-03,0.0
2008-09-04,30.353212356567383
2008-09-05,7.588303089141846
2008-09-06,0.0
2008-09-07,10.42944049835205
2008-09-08,5.214720249176025
2008-09-09,5.214720249176025
2008-09-10,10.42944049835205
2008-09-11,23.433475494384766
2008-09-12,58.58368682861328
2008-09-13,0.0
2008-09-14,0.0
2008-09-15,11.716737747192383
2008-09-16,0.0
2008-09-17,8.562336921691895
2008-09-18,25.68701171875
2008-09-19,25.68701171875
2008-09-20,17.12467384338379
2008-09-21,0.0
2008-09-22,0.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-25,13.48755168914795
2008-09-26,0.0
2008-09-27,12.66301441192627
2008-09-28,0.0
2008-09-29,6.331507205963135
2008-09-30,18.994522094726562
2008-10-01,0.0
2008-10-02,19.45598030090332
2008-10-03,9.72799015045166
2008-10-04,0.0
2008-10-05,9.72799015045166
2008-10-06,6.946257591247559
2008-10-07,6.946257591247559
2008-10-08,6.946257591247559
2008-10-09,0.0
2008-10-10,0.0
2008-10-11,0.0
2008-10-12,0.0
2008-10-13,0.0
2008-10-14,0.0
2008-10-15,0.0
2008-10-16,0.0
2008-10-17,0.0
2008-10-18,0.0
2008-10-19,0.0
2008-10-20,19.486059188842773
2008-10-21,7.492952823638916
2008-10-22,0.0
2008-10-23,7.492952823638916
2008-10-24,14.985905647277832
2008-10-25,37.46476364135742
2008-10-26,23.817251205444336
2008-10-27,27.219715118408203
2008-10-28,0.0
2008-10-29,0.0
2008-10-30,47.63450241088867
2008-10-31,11.908625602722168
2008-11-01,13.082547187805176
2008-11-02,0.0
2008-11-03,0.0
2008-11-04,0.0
2008-11-05,6.541273593902588
2008-11-06,0.0
2008-11-07,0.0
2008-11-08,31.47918128967285
2008-11-09,0.0
2008-11-10,0.0
2008-11-11,0.0
2008-11-12,0.0
2008-11-13,0.0
2008-11-14,0.0
2008-11-15,0.0
2008-11-16,0.0
2008-11-17,0.0
2008-11-18,0.0
2008-11-19,0.0
2008-11-20,0.0
2008-11-21,0.0
2008-11-22,0.0
2008-11-23,0.0
2008-11-24,0.0
2008-11-25,0.0
2008-11-26,0.0
2008-11-27,0.0
2008-11-28,0.0
2008-11-29,0.0
2008-11-30,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,0.0
2008-12-05,0.0
2008-12-06,0.0
2008-12-07,0.0
2008-12-08,0.0
2008-12-09,0.0
2008-12-10,0.0
2008-12-11,0.0
2008-12-12,0.0
2008-12-13,0.0
2008-12-14,0.0
2008-12-15,0.0
2008-12-16,0.0
2008-12-17,0.0
2008-12-18,0.0
2008-12-19,0.0
2008-12-20,0.0
2008-12-21,0.0
2008-12-22,0.0
2008-12-23,0.0
2008-12-24,0.0
2008-12-25,0.0
2008-12-26,0.0
2008-12-27,0.0
2008-12-28,0.0
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-01,0.0
2009-01-02,0.0
2009-01-03,0.0
2009-01-04,0.0
2009-01-05,0.0
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,0.0
2009-01-09,0.0
2009-01-10,0.0
2009-01-11,0.0
2009-01-12,0.0
2009-01-13,0.0
2009-01-14,0.0
2009-01-15,0.0
2009-01-16,0.0
2009-01-17,0.0
2009-01-18,0.0
2009-01-19,0.0
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,0.0
2009-01-23,0.0
2009-01-24,0.0
2009-01-25,0.0
2009-01-26,0.0
2009-01-27,0.0
2009-01-28,0.0
2009-01-29,0.0
2009-01-30,0.0
2009-01-31,0.0
2009-02-01,0.0
2009-02-02,0.0
2009-02-03,0.0
2009-02-04,0.0
2009-02-05,0.0
2009-02-06,0.0
2009-02-07,0.0
2009-02-08,0.0
2009-02-09,0.0
2009-02-10,0.0
2009-02-11,0.0
2009-02-12,0.0
2009-02-13,0.0
2009-02-14,0.0
2009-02-15,0.0
2009-02-16,0.0
2009-02-17,0.0
2009-02-18,0.0
2009-02-19,0.0
2009-02-20,5.1979594230651855
2009-02-21,13.07629680633545
2009-02-22,4.358765602111816
2009-02-23,0.0
2009-02-24,0.0
2009-02-25,0.0
2009-02-26,0.0
2009-02-27,0.0
2009-02-28,0.0
2009-03-01,7.73503303527832
2009-03-02,0.0
2009-03-03,7.73503303527832
2009-03-04,0.0
2009-03-05,0.0
2009-03-06,0.0
2009-03-07,0.0
2009-03-08,0.0
2009-03-09,0.0
2009-03-10,0.0
2009-03-11,0.0
2009-03-12,0.0
2009-03-13,0.0
2009-03-14,0.0
2009-03-15,0.0
2009-03-16,0.0
2009-03-17,8.78704833984375
2009-03-18,0.0
2009-03-19,0.0
2009-03-20,15.377334594726562
2009-03-21,0.0
2009-03-22,0.0
2009-03-23,16.81859588623047
2009-03-24,0.0
2009-03-25,8.409297943115234
2009-03-26,6.628995895385742
2009-03-27,6.628995895385742
2009-03-28,0.0
2009-03-29,0.0
2009-03-30,6.628995895385742
2009-03-31,13.257991790771484
2009-04-01,0.0
2009-04-02,0.0
2009-04-03,0.0
2009-04-04,0.0
2009-04-05,0.0
2009-04-06,0.0
2009-04-07,0.0
2009-04-08,4.938625335693359
2009-04-09,4.938625335693359
2009-04-10,9.877250671386719
2009-04-11,8.96292495727539
2009-04-12,0.0
2009-04-13,8.96292495727539
2009-04-14,17.92584991455078
2009-04-15,0.0
2009-04-16,0.0
2009-04-17,0.0
2009-04-18,0.0
2009-04-19,0.0
2009-04-20,0.0
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,0.0
2009-04-24,0.0
2009-04-25,10.694580078125
2009-04-26,7.081696510314941
2009-04-27,14.163393020629883
2009-04-28,14.163393020629883
2009-04-29,7.081696510314941
2009-04-30,7.081696510314941
2009-05-01,0.0
2009-05-02,0.0
2009-05-03,0.0
2009-05-04,0.0
2009-05-05,0.0
2009-05-06,3.403538465499878
2009-05-07,0.0
2009-05-08,3.403538465499878
2009-05-09,10.210616111755371
2009-05-10,6.807076930999756
2009-05-11,0.0
2009-05-12,27.201244354248047
2009-05-13,13.600622177124023
2009-05-14,0.0
2009-05-15,13.600622177124023
2009-05-16,0.0
2009-05-17,38.656063079833984
2009-05-18,12.885354042053223
2009-05-19,38.656063079833984
2009-05-20,0.0
2009-05-21,10.271384239196777
2009-05-22,10.271384239196777
2009-05-23,0.0
2009-05-24,10.271384239196777
2009-05-25,20.542768478393555
2009-05-26,36.561729431152344
2009-05-27,18.280864715576172
2009-05-28,18.280864715576172
2009-05-29,0.0
2009-05-30,36.561729431152344
2009-05-31,0.0
2009-06-01,4.79339075088501
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-06-05,14.380172729492188
2009-06-06,10.703203201293945
2009-06-07,0.0
2009-06-08,3.567734479904175
2009-06-09,10.703203201293945
2009-06-10,7.13546895980835
2009-06-11,0.0
2009-06-12,10.779132843017578
2009-06-13,10.779132843017578
2009-06-14,0.0
2009-06-15,10.779132843017578
2009-06-16,18.94053840637207
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,0.0
2009-06-20,9.470269203186035
2009-06-21,0.0
2009-06-22,6.442371368408203
2009-06-23,6.442371368408203
2009-06-24,0.0
2009-06-25,6.442371368408203
2009-06-26,9.787458419799805
2009-06-27,14.681188583374023
2009-06-28,9.787458419799805
2009-06-29,9.787458419799805
2009-06-30,9.787458419799805
2009-07-01,5.7091064453125
2009-07-02,0.0
2009-07-03,11.418212890625
2009-07-04,17.1273193359375
2009-07-05,22.83642578125
2009-07-06,32.37372589111328
2009-07-07,0.0
2009-07-08,8.09343147277832
2009-07-09,0.0
2009-07-10,0.0
2009-07-11,16.310853958129883
2009-07-12,24.46628189086914
2009-07-13,16.310853958129883
2009-07-14,8.155426979064941
2009-07-15,0.0
2009-07-16,9.09201431274414
2009-07-17,18.18402862548828
2009-07-18,0.0
2009-07-19,0.0
2009-07-20,0.0
2009-07-21,42.239803314208984
2009-07-22,28.159868240356445
2009-07-23,14.079934120178223
2009-07-24,0.0
2009-07-25,0.0
2009-07-26,12.716133117675781
2009-07-27,0.0
2009-07-28,25.432266235351562
2009-07-29,0.0
2009-07-30,0.0
2009-07-31,0.0
2009-08-01,0.0
2009-08-02,0.0
2009-08-03,0.0
2009-08-04,0.0
2009-08-05,18.416702270507812
2009-08-06,0.0
2009-08-07,0.0
2009-08-08,0.0
2009-08-09,0.0
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,13.141831398010254
2009-08-13,26.283662796020508
2009-08-14,0.0
2009-08-15,13.141831398010254
2009-08-16,22.951284408569336
2009-08-17,15.30085563659668
2009-08-18,0.0
2009-08-19,22.951284408569336
2009-08-20,0.0
2009-08-21,8.749438285827637
2009-08-22,8.749438285827637
2009-08-23,17.498876571655273
2009-08-24,4.374719142913818
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,9.57065486907959
2009-08-28,38.28261947631836
2009-08-29,28.711965560913086
2009-08-30,19.14130973815918
2009-08-31,38.28261947631836
2009-09-01,0.0
2009-09-02,13.727945327758789
2009-09-03,0.0
2009-09-04,13.727945327758789
2009-09-05,6.8639726638793945
2009-09-06,0.0
2009-09-07,0.0
2009-09-08,20.81183624267578
2009-09-09,20.81183624267578
2009-09-10,0.0
2009-09-11,0.0
2009-09-12,0.0
2009-09-13,12.652910232543945
2009-09-14,8.435273170471191
2009-09-15,8.435273170471191
2009-09-16,31.494815826416016
2009-09-17,9.185988426208496
2009-09-18,18.371976852416992
2009-09-19,0.0
2009-09-20,0.0
2009-09-21,0.0
2009-09-22,15.290459632873535
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,15.290459632873535
2009-09-26,28.940061569213867
2009-09-27,9.646686553955078
2009-09-28,0.0
2009-09-29,9.646686553955078
2009-09-30,9.646686553955078
2009-10-01,30.335693359375
2009-10-02,30.335693359375
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,15.1678466796875
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,3.3369128704071045
2009-10-10,6.673825740814209
2009-10-11,9.81335735321045
2009-10-12,29.440073013305664
2009-10-13,19.6267147064209
2009-10-14,0.0
2009-10-15,9.81335735321045
2009-10-16,14.679789543151855
2009-10-17,22.019683837890625
2009-10-18,0.0
2009-10-19,0.0
2009-10-20,7.339894771575928
2009-10-21,12.025899887084961
2009-10-22,24.051799774169922
2009-10-23,12.025899887084961
2009-10-24,0.0
2009-10-25,12.025899887084961
2009-10-26,14.702498435974121
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,2.3159587383270264
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,5.141195774078369
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,0.0
2009-12-06,0.0
2009-12-07,0.0
2009-12-08,1.953795075416565
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,0.0
2009-12-19,0.0
2009-12-20,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,0.0
2009-12-26,0.0
2009-12-27,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,0.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,3.4638328552246094
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-16,0.0
2010-01-17,0.0
2010-01-18,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-23,2.96124529838562
2010-01-24,0.0
2010-01-25,0.0
2010-01-26,0.0
